,date,counts,status,site
0,2019-06-14T10:30:00+0000,2.0,0.0,100057318
1,2019-06-14T10:45:00+0000,18.0,0.0,100057318
2,2019-06-14T11:00:00+0000,17.0,0.0,100057318
3,2019-06-14T11:15:00+0000,22.0,0.0,100057318
4,2019-06-14T11:30:00+0000,17.0,0.0,100057318
5,2019-06-14T11:45:00+0000,22.0,0.0,100057318
6,2019-06-14T12:00:00+0000,21.0,0.0,100057318
7,2019-06-14T12:15:00+0000,17.0,0.0,100057318
8,2019-06-14T12:30:00+0000,30.0,0.0,100057318
9,2019-06-14T12:45:00+0000,21.0,0.0,100057318
10,2019-06-14T13:00:00+0000,30.0,0.0,100057318
11,2019-06-14T13:15:00+0000,19.0,0.0,100057318
12,2019-06-14T13:30:00+0000,24.0,0.0,100057318
13,2019-06-14T13:45:00+0000,14.0,0.0,100057318
14,2019-06-14T14:00:00+0000,31.0,0.0,100057318
15,2019-06-14T14:15:00+0000,22.0,0.0,100057318
16,2019-06-14T14:30:00+0000,19.0,0.0,100057318
17,2019-06-14T14:45:00+0000,16.0,0.0,100057318
18,2019-06-14T15:00:00+0000,30.0,0.0,100057318
19,2019-06-14T15:15:00+0000,25.0,0.0,100057318
20,2019-06-14T15:30:00+0000,25.0,0.0,100057318
21,2019-06-14T15:45:00+0000,25.0,0.0,100057318
22,2019-06-14T16:00:00+0000,19.0,0.0,100057318
23,2019-06-14T16:15:00+0000,16.0,0.0,100057318
24,2019-06-14T16:30:00+0000,28.0,0.0,100057318
25,2019-06-14T16:45:00+0000,21.0,0.0,100057318
26,2019-06-14T17:00:00+0000,27.0,0.0,100057318
27,2019-06-14T17:15:00+0000,33.0,0.0,100057318
28,2019-06-14T17:30:00+0000,21.0,0.0,100057318
29,2019-06-14T17:45:00+0000,30.0,0.0,100057318
30,2019-06-14T18:00:00+0000,19.0,0.0,100057318
31,2019-06-14T18:15:00+0000,35.0,0.0,100057318
32,2019-06-14T18:30:00+0000,27.0,0.0,100057318
33,2019-06-14T18:45:00+0000,33.0,0.0,100057318
34,2019-06-14T19:00:00+0000,31.0,0.0,100057318
35,2019-06-14T19:15:00+0000,19.0,0.0,100057318
36,2019-06-14T19:30:00+0000,29.0,0.0,100057318
37,2019-06-14T19:45:00+0000,16.0,0.0,100057318
38,2019-06-14T20:00:00+0000,16.0,0.0,100057318
39,2019-06-14T20:15:00+0000,31.0,0.0,100057318
40,2019-06-14T20:30:00+0000,22.0,0.0,100057318
41,2019-06-14T20:45:00+0000,18.0,0.0,100057318
42,2019-06-14T21:00:00+0000,22.0,0.0,100057318
43,2019-06-14T21:15:00+0000,15.0,0.0,100057318
44,2019-06-14T21:30:00+0000,19.0,0.0,100057318
45,2019-06-14T21:45:00+0000,9.0,0.0,100057318
46,2019-06-14T22:00:00+0000,19.0,0.0,100057318
47,2019-06-14T22:15:00+0000,11.0,0.0,100057318
48,2019-06-14T22:30:00+0000,9.0,0.0,100057318
49,2019-06-14T22:45:00+0000,14.0,0.0,100057318
50,2019-06-14T23:00:00+0000,8.0,0.0,100057318
51,2019-06-14T23:15:00+0000,15.0,0.0,100057318
52,2019-06-14T23:30:00+0000,9.0,0.0,100057318
53,2019-06-14T23:45:00+0000,8.0,0.0,100057318
54,2019-06-15T00:00:00+0000,5.0,0.0,100057318
55,2019-06-15T00:15:00+0000,5.0,0.0,100057318
