,counts,date,status,site
302,0.0,2014-10-17T00:00:00+0000,0.0,100010022
303,0.0,2014-10-18T00:00:00+0000,0.0,100010022
304,0.0,2014-10-19T00:00:00+0000,0.0,100010022
305,0.0,2014-10-20T00:00:00+0000,0.0,100010022
306,0.0,2014-10-21T00:00:00+0000,0.0,100010022
307,0.0,2014-10-22T00:00:00+0000,0.0,100010022
308,0.0,2014-10-23T00:00:00+0000,0.0,100010022
309,0.0,2014-10-24T00:00:00+0000,0.0,100010022
310,0.0,2014-10-25T00:00:00+0000,0.0,100010022
311,0.0,2014-10-26T00:00:00+0000,0.0,100010022
312,0.0,2014-10-27T00:00:00+0000,0.0,100010022
313,0.0,2014-10-28T00:00:00+0000,0.0,100010022
314,0.0,2014-10-29T00:00:00+0000,0.0,100010022
315,0.0,2014-10-30T00:00:00+0000,0.0,100010022
316,0.0,2014-10-31T00:00:00+0000,0.0,100010022
317,0.0,2014-11-01T00:00:00+0000,0.0,100010022
318,0.0,2014-11-02T00:00:00+0000,0.0,100010022
319,0.0,2014-11-03T00:00:00+0000,0.0,100010022
320,0.0,2014-11-04T00:00:00+0000,0.0,100010022
321,0.0,2014-11-05T00:00:00+0000,0.0,100010022
322,0.0,2014-11-06T00:00:00+0000,0.0,100010022
323,0.0,2014-11-07T00:00:00+0000,0.0,100010022
324,0.0,2014-11-08T00:00:00+0000,0.0,100010022
325,0.0,2014-11-09T00:00:00+0000,0.0,100010022
326,0.0,2014-11-10T00:00:00+0000,0.0,100010022
327,0.0,2014-11-11T00:00:00+0000,0.0,100010022
328,0.0,2014-11-12T00:00:00+0000,0.0,100010022
329,0.0,2014-11-13T00:00:00+0000,0.0,100010022
330,0.0,2014-11-14T00:00:00+0000,0.0,100010022
331,0.0,2014-11-15T00:00:00+0000,0.0,100010022
332,0.0,2014-11-16T00:00:00+0000,0.0,100010022
333,0.0,2014-11-17T00:00:00+0000,0.0,100010022
334,0.0,2014-11-18T00:00:00+0000,0.0,100010022
335,0.0,2014-11-19T00:00:00+0000,0.0,100010022
336,0.0,2014-11-20T00:00:00+0000,0.0,100010022
337,0.0,2014-11-21T00:00:00+0000,0.0,100010022
338,0.0,2014-11-22T00:00:00+0000,0.0,100010022
339,0.0,2014-11-23T00:00:00+0000,0.0,100010022
340,0.0,2014-11-24T00:00:00+0000,0.0,100010022
341,0.0,2014-11-25T00:00:00+0000,0.0,100010022
342,0.0,2014-11-26T00:00:00+0000,0.0,100010022
343,0.0,2014-11-27T00:00:00+0000,0.0,100010022
344,0.0,2014-11-28T00:00:00+0000,0.0,100010022
345,0.0,2014-11-29T00:00:00+0000,0.0,100010022
346,0.0,2014-11-30T00:00:00+0000,0.0,100010022
347,0.0,2014-12-01T00:00:00+0000,0.0,100010022
348,,2014-12-02T00:00:00+0000,,100010022
349,,2014-12-03T00:00:00+0000,,100010022
350,,2014-12-04T00:00:00+0000,,100010022
351,,2014-12-05T00:00:00+0000,,100010022
352,,2014-12-06T00:00:00+0000,,100010022
353,,2014-12-07T00:00:00+0000,,100010022
354,,2014-12-08T00:00:00+0000,,100010022
355,,2014-12-09T00:00:00+0000,,100010022
356,,2014-12-10T00:00:00+0000,,100010022
357,,2014-12-11T00:00:00+0000,,100010022
358,,2014-12-12T00:00:00+0000,,100010022
359,,2014-12-13T00:00:00+0000,,100010022
360,,2014-12-14T00:00:00+0000,,100010022
361,951.0,2014-12-15T00:00:00+0000,0.0,100010022
362,1009.0,2014-12-16T00:00:00+0000,0.0,100010022
363,1486.0,2014-12-17T00:00:00+0000,0.0,100010022
364,1089.0,2014-12-18T00:00:00+0000,0.0,100010022
365,1032.0,2014-12-19T00:00:00+0000,0.0,100010022
366,431.0,2014-12-20T00:00:00+0000,0.0,100010022
367,438.0,2014-12-21T00:00:00+0000,0.0,100010022
368,843.0,2014-12-22T00:00:00+0000,0.0,100010022
369,394.0,2014-12-23T00:00:00+0000,0.0,100010022
370,212.0,2014-12-24T00:00:00+0000,0.0,100010022
371,377.0,2014-12-25T00:00:00+0000,0.0,100010022
372,859.0,2014-12-26T00:00:00+0000,0.0,100010022
373,889.0,2014-12-27T00:00:00+0000,0.0,100010022
374,382.0,2014-12-28T00:00:00+0000,0.0,100010022
375,1036.0,2014-12-29T00:00:00+0000,0.0,100010022
376,815.0,2014-12-30T00:00:00+0000,0.0,100010022
377,496.0,2014-12-31T00:00:00+0000,0.0,100010022
378,355.0,2015-01-01T00:00:00+0000,0.0,100010022
379,684.0,2015-01-02T00:00:00+0000,0.0,100010022
380,285.0,2015-01-03T00:00:00+0000,0.0,100010022
381,276.0,2015-01-04T00:00:00+0000,0.0,100010022
382,1046.0,2015-01-05T00:00:00+0000,0.0,100010022
383,405.0,2015-01-06T00:00:00+0000,0.0,100010022
384,313.0,2015-01-07T00:00:00+0000,0.0,100010022
385,340.0,2015-01-08T00:00:00+0000,0.0,100010022
386,211.0,2015-01-09T00:00:00+0000,0.0,100010022
387,150.0,2015-01-10T00:00:00+0000,0.0,100010022
388,246.0,2015-01-11T00:00:00+0000,0.0,100010022
389,332.0,2015-01-12T00:00:00+0000,0.0,100010022
390,721.0,2015-01-13T00:00:00+0000,0.0,100010022
391,642.0,2015-01-14T00:00:00+0000,0.0,100010022
392,733.0,2015-01-15T00:00:00+0000,0.0,100010022
393,823.0,2015-01-16T00:00:00+0000,0.0,100010022
394,322.0,2015-01-17T00:00:00+0000,0.0,100010022
395,120.0,2015-01-18T00:00:00+0000,0.0,100010022
396,534.0,2015-01-19T00:00:00+0000,0.0,100010022
397,1114.0,2015-01-20T00:00:00+0000,0.0,100010022
398,903.0,2015-01-21T00:00:00+0000,0.0,100010022
399,1058.0,2015-01-22T00:00:00+0000,0.0,100010022
400,1051.0,2015-01-23T00:00:00+0000,0.0,100010022
401,118.0,2015-01-24T00:00:00+0000,0.0,100010022
402,444.0,2015-01-25T00:00:00+0000,0.0,100010022
403,195.0,2015-01-26T00:00:00+0000,0.0,100010022
404,68.0,2015-01-27T00:00:00+0000,0.0,100010022
405,245.0,2015-01-28T00:00:00+0000,0.0,100010022
406,332.0,2015-01-29T00:00:00+0000,0.0,100010022
407,354.0,2015-01-30T00:00:00+0000,0.0,100010022
408,143.0,2015-01-31T00:00:00+0000,0.0,100010022
409,266.0,2015-02-01T00:00:00+0000,0.0,100010022
410,74.0,2015-02-02T00:00:00+0000,0.0,100010022
411,150.0,2015-02-03T00:00:00+0000,0.0,100010022
412,389.0,2015-02-04T00:00:00+0000,0.0,100010022
413,329.0,2015-02-05T00:00:00+0000,0.0,100010022
414,288.0,2015-02-06T00:00:00+0000,0.0,100010022
415,255.0,2015-02-07T00:00:00+0000,0.0,100010022
416,273.0,2015-02-08T00:00:00+0000,0.0,100010022
417,143.0,2015-02-09T00:00:00+0000,0.0,100010022
418,398.0,2015-02-10T00:00:00+0000,0.0,100010022
419,536.0,2015-02-11T00:00:00+0000,0.0,100010022
420,463.0,2015-02-12T00:00:00+0000,0.0,100010022
421,294.0,2015-02-13T00:00:00+0000,0.0,100010022
422,164.0,2015-02-14T00:00:00+0000,0.0,100010022
423,67.0,2015-02-15T00:00:00+0000,0.0,100010022
424,115.0,2015-02-16T00:00:00+0000,0.0,100010022
425,141.0,2015-02-17T00:00:00+0000,0.0,100010022
426,385.0,2015-02-18T00:00:00+0000,0.0,100010022
427,255.0,2015-02-19T00:00:00+0000,0.0,100010022
428,210.0,2015-02-20T00:00:00+0000,0.0,100010022
429,118.0,2015-02-21T00:00:00+0000,0.0,100010022
430,123.0,2015-02-22T00:00:00+0000,0.0,100010022
431,305.0,2015-02-23T00:00:00+0000,0.0,100010022
432,290.0,2015-02-24T00:00:00+0000,0.0,100010022
433,513.0,2015-02-25T00:00:00+0000,0.0,100010022
434,495.0,2015-02-26T00:00:00+0000,0.0,100010022
435,471.0,2015-02-27T00:00:00+0000,0.0,100010022
436,233.0,2015-02-28T00:00:00+0000,0.0,100010022
437,116.0,2015-03-01T00:00:00+0000,0.0,100010022
438,245.0,2015-03-02T00:00:00+0000,0.0,100010022
439,364.0,2015-03-03T00:00:00+0000,0.0,100010022
440,242.0,2015-03-04T00:00:00+0000,0.0,100010022
441,112.0,2015-03-05T00:00:00+0000,0.0,100010022
442,153.0,2015-03-06T00:00:00+0000,0.0,100010022
443,188.0,2015-03-07T00:00:00+0000,0.0,100010022
444,396.0,2015-03-08T00:00:00+0000,0.0,100010022
445,853.0,2015-03-09T00:00:00+0000,0.0,100010022
446,845.0,2015-03-10T00:00:00+0000,0.0,100010022
447,1577.0,2015-03-11T00:00:00+0000,0.0,100010022
448,1456.0,2015-03-12T00:00:00+0000,0.0,100010022
449,1178.0,2015-03-13T00:00:00+0000,0.0,100010022
450,132.0,2015-03-14T00:00:00+0000,0.0,100010022
451,548.0,2015-03-15T00:00:00+0000,0.0,100010022
452,1539.0,2015-03-16T00:00:00+0000,0.0,100010022
453,997.0,2015-03-17T00:00:00+0000,0.0,100010022
454,1003.0,2015-03-18T00:00:00+0000,0.0,100010022
455,1092.0,2015-03-19T00:00:00+0000,0.0,100010022
456,403.0,2015-03-20T00:00:00+0000,0.0,100010022
457,444.0,2015-03-21T00:00:00+0000,0.0,100010022
458,781.0,2015-03-22T00:00:00+0000,0.0,100010022
459,1037.0,2015-03-23T00:00:00+0000,0.0,100010022
460,1365.0,2015-03-24T00:00:00+0000,0.0,100010022
