,datetime,counts,weekend_counts,weekday_counts,name,sens,counter
100010018,2018-06-30,67283.0,18542.0,48741.0,Pulaski Bridge,0,Y2H13094301
100009426,2018-06-30,7920.0,2846.0,5074.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010019,2018-06-30,109245.0,33890.0,75355.0,Kent Avenue Bike Path,0,Y2H13094302
100010017,2018-06-30,13576.0,3541.0,10035.0,Staten Island Ferry,0,Y2H13094300
100009428,2018-06-30,144022.0,32698.0,111324.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009427,2018-07-31,180972.0,42121.0,138851.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010018,2018-07-31,67842.0,20500.0,47342.0,Pulaski Bridge,0,Y2H13094301
100010019,2018-07-31,107832.0,35265.0,72567.0,Kent Avenue Bike Path,0,Y2H13094302
100009426,2018-07-31,7015.0,2031.0,4984.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010022,2018-07-31,85601.0,22511.0,63090.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010017,2018-07-31,14355.0,3958.0,10397.0,Staten Island Ferry,0,Y2H13094300
100009425,2018-07-31,84129.0,26932.0,57197.0,Prospect Park West,0,Y2H13094304
100009428,2018-07-31,140051.0,32516.0,107535.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010018,2018-08-31,65684.0,15387.0,50297.0,Pulaski Bridge,0,Y2H13094301
100009425,2018-08-31,77438.0,19724.0,57714.0,Prospect Park West,0,Y2H13094304
100009427,2018-08-31,183326.0,34752.0,148574.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010017,2018-08-31,13896.0,3074.0,10822.0,Staten Island Ferry,0,Y2H13094300
100009426,2018-08-31,6397.0,1545.0,4852.0,Manhattan Bridge Ped Path,0,Y2H13074107
100009428,2018-08-31,140280.0,26464.0,113816.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010022,2018-08-31,89827.0,20749.0,69078.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010019,2018-08-31,100400.0,25545.0,74855.0,Kent Avenue Bike Path,0,Y2H13094302
100010019,2018-09-30,93128.0,38339.0,54789.0,Kent Avenue Bike Path,0,Y2H13094302
100009427,2018-09-30,161971.0,48207.0,113764.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100009426,2018-09-30,6007.0,2147.0,3860.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010022,2018-09-30,74176.0,25191.0,48985.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010018,2018-09-30,62643.0,24636.0,38007.0,Pulaski Bridge,0,Y2H13094301
100010017,2018-09-30,12902.0,4412.0,8490.0,Staten Island Ferry,0,Y2H13094300
100009428,2018-09-30,120718.0,35966.0,84752.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009425,2018-09-30,75368.0,29889.0,45479.0,Prospect Park West,0,Y2H13094304
100010018,2018-10-31,57293.0,12120.0,45173.0,Pulaski Bridge,0,Y2H13094301
100010022,2018-10-31,68898.0,11726.0,57172.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009425,2018-10-31,71317.0,17422.0,53895.0,Prospect Park West,0,Y2H13094304
100009427,2018-10-31,170622.0,32566.0,138056.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100009428,2018-10-31,122110.0,21460.0,100650.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010019,2018-10-31,81605.0,19110.0,62495.0,Kent Avenue Bike Path,0,Y2H13094302
100010017,2018-10-31,12501.0,2504.0,9997.0,Staten Island Ferry,0,Y2H13094300
100009426,2018-10-31,5496.0,1253.0,4243.0,Manhattan Bridge Ped Path,0,Y2H13074107
100009426,2018-11-30,3624.0,981.0,2643.0,Manhattan Bridge Ped Path,0,Y2H13074107
100009425,2018-11-30,51444.0,15149.0,36295.0,Prospect Park West,0,Y2H13094304
100010019,2018-11-30,47314.0,13421.0,33893.0,Kent Avenue Bike Path,0,Y2H13094302
100010017,2018-11-30,8696.0,1910.0,6786.0,Staten Island Ferry,0,Y2H13094300
100010018,2018-11-30,34970.0,8813.0,26157.0,Pulaski Bridge,0,Y2H13094301
100009428,2018-11-30,76154.0,15796.0,60358.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010022,2018-11-30,33806.0,7399.0,26407.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009427,2018-11-30,99749.0,23857.0,75892.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100009425,2018-12-31,43146.0,13605.0,29541.0,Prospect Park West,0,Y2H13094304
100009426,2018-12-31,2994.0,896.0,2098.0,Manhattan Bridge Ped Path,0,Y2H13074107
100009427,2018-12-31,73777.0,17993.0,55784.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010017,2018-12-31,7641.0,2033.0,5608.0,Staten Island Ferry,0,Y2H13094300
100010019,2018-12-31,36052.0,11055.0,24997.0,Kent Avenue Bike Path,0,Y2H13094302
100010022,2018-12-31,23372.0,4389.0,18983.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010018,2018-12-31,28538.0,7868.0,20670.0,Pulaski Bridge,0,Y2H13094301
100009428,2018-12-31,62153.0,15080.0,47073.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009427,2019-01-31,68086.0,12516.0,55570.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010022,2019-01-31,20860.0,2739.0,18121.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010019,2019-01-31,32977.0,8085.0,24892.0,Kent Avenue Bike Path,0,Y2H13094302
100009426,2019-01-31,2404.0,545.0,1859.0,Manhattan Bridge Ped Path,0,Y2H13074107
100047029,2019-01-31,59455.0,9661.0,49794.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100009425,2019-01-31,41943.0,10612.0,31331.0,Prospect Park West,0,Y2H13094304
100010017,2019-01-31,7148.0,1379.0,5769.0,Staten Island Ferry,0,Y2H13094300
100009428,2019-01-31,55890.0,10551.0,45339.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010018,2019-01-31,26474.0,5573.0,20901.0,Pulaski Bridge,0,Y2H13094301
100010017,2019-02-28,6726.0,1480.0,5246.0,Staten Island Ferry,0,Y2H13094300
100010019,2019-02-28,34510.0,9542.0,24968.0,Kent Avenue Bike Path,0,Y2H13094302
100009427,2019-02-28,71376.0,16842.0,54534.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010018,2019-02-28,26291.0,6569.0,19722.0,Pulaski Bridge,0,Y2H13094301
100047029,2019-02-28,57232.0,11085.0,46147.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100009425,2019-02-28,38658.0,11493.0,27165.0,Prospect Park West,0,Y2H13094304
100009428,2019-02-28,54736.0,11991.0,42745.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010022,2019-02-28,20559.0,3365.0,17194.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009426,2019-02-28,2561.0,652.0,1909.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010022,2019-03-31,30486.0,7188.0,23298.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009425,2019-03-31,50675.0,17354.0,33321.0,Prospect Park West,0,Y2H13094304
100010018,2019-03-31,36458.0,11640.0,24818.0,Pulaski Bridge,0,Y2H13094301
100009427,2019-03-31,99832.0,28667.0,71165.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100009428,2019-03-31,73846.0,19408.0,54438.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100047029,2019-03-31,83482.0,20200.0,63282.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100010019,2019-03-31,49956.0,17707.0,32249.0,Kent Avenue Bike Path,0,Y2H13094302
100010017,2019-03-31,8148.0,2112.0,6036.0,Staten Island Ferry,0,Y2H13094300
100009426,2019-03-31,3539.0,1197.0,2342.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010018,2019-04-30,52380.0,15471.0,36909.0,Pulaski Bridge,0,Y2H13094301
100009426,2019-04-30,5190.0,1455.0,3735.0,Manhattan Bridge Ped Path,0,Y2H13074107
100009428,2019-04-30,103843.0,23427.0,80416.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010017,2019-04-30,10882.0,2794.0,8088.0,Staten Island Ferry,0,Y2H13094300
100010022,2019-04-30,57157.0,12953.0,44204.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100047029,2019-04-30,129394.0,27148.0,102246.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100009427,2019-04-30,146680.0,34482.0,112198.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100009425,2019-04-30,67088.0,21471.0,45617.0,Prospect Park West,0,Y2H13094304
100010019,2019-04-30,75999.0,25771.0,50228.0,Kent Avenue Bike Path,0,Y2H13094302
100010018,2019-05-31,59340.0,14643.0,44697.0,Pulaski Bridge,0,Y2H13094301
100009428,2019-05-31,119091.0,23664.0,95427.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009427,2019-05-31,170982.0,35845.0,135137.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010022,2019-05-31,62283.0,13372.0,48911.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010019,2019-05-31,92759.0,28293.0,64466.0,Kent Avenue Bike Path,0,Y2H13094302
100010017,2019-05-31,12750.0,2891.0,9859.0,Staten Island Ferry,0,Y2H13094300
100047029,2019-05-31,133906.0,23823.0,110083.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100009425,2019-05-31,77548.0,21624.0,55924.0,Prospect Park West,0,Y2H13094304
100009426,2019-05-31,5909.0,1460.0,4449.0,Manhattan Bridge Ped Path,0,Y2H13074107
100009427,2019-06-30,185982.0,59344.0,126638.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100009428,2019-06-30,125659.0,39273.0,86386.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100047029,2019-06-30,137072.0,39307.0,97765.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100010022,2019-06-30,63169.0,20456.0,42713.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010018,2019-06-30,65793.0,25438.0,40355.0,Pulaski Bridge,0,Y2H13094301
100010019,2019-06-30,103355.0,42623.0,60732.0,Kent Avenue Bike Path,0,Y2H13094302
100009426,2019-06-30,6485.0,2368.0,4117.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010017,2019-06-30,13154.0,4402.0,8752.0,Staten Island Ferry,0,Y2H13094300
100009425,2019-06-30,91088.0,37325.0,53763.0,Prospect Park West,0,Y2H13094304
100010017,2019-07-31,13807.0,3346.0,10461.0,Staten Island Ferry,0,Y2H13094300
100009427,2019-07-31,184592.0,38287.0,146305.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010018,2019-07-31,64222.0,15668.0,48554.0,Pulaski Bridge,0,Y2H13094301
100047029,2019-07-31,143585.0,26983.0,116602.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100009426,2019-07-31,6959.0,1734.0,5225.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010022,2019-07-31,66625.0,14950.0,51675.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009428,2019-07-31,135950.0,27884.0,108066.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009425,2019-07-31,83488.0,22481.0,61007.0,Prospect Park West,0,Y2H13094304
100010019,2019-07-31,99687.0,27171.0,72516.0,Kent Avenue Bike Path,0,Y2H13094302
100010019,2019-08-31,106660.0,35589.0,71071.0,Kent Avenue Bike Path,0,Y2H13094302
100009427,2019-08-31,198908.0,50275.0,148633.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100009426,2019-08-31,7050.0,2204.0,4846.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010017,2019-08-31,14857.0,4439.0,10418.0,Staten Island Ferry,0,Y2H13094300
100010022,2019-08-31,76509.0,23245.0,53264.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009425,2019-08-31,84851.0,28368.0,56483.0,Prospect Park West,0,Y2H13094304
100010018,2019-08-31,68231.0,20350.0,47881.0,Pulaski Bridge,0,Y2H13094301
100047029,2019-08-31,153611.0,36286.0,117325.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100009428,2019-08-31,143951.0,35859.0,108092.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010017,2019-09-30,13956.0,4095.0,9861.0,Staten Island Ferry,0,Y2H13094300
100010022,2019-09-30,71824.0,20189.0,51635.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009427,2019-09-30,207942.0,55167.0,152775.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100047029,2019-09-30,160842.0,38586.0,122256.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100010019,2019-09-30,105301.0,36852.0,68449.0,Kent Avenue Bike Path,0,Y2H13094302
100009426,2019-09-30,6911.0,2092.0,4819.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010018,2019-09-30,72428.0,23560.0,48868.0,Pulaski Bridge,0,Y2H13094301
100009428,2019-09-30,141162.0,34659.0,106503.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009425,2019-09-30,88969.0,33005.0,55964.0,Prospect Park West,0,Y2H13094304
100009427,2019-10-31,163784.0,34645.0,129139.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010019,2019-10-31,76963.0,20875.0,56088.0,Kent Avenue Bike Path,0,Y2H13094302
100009426,2019-10-31,5164.0,1227.0,3937.0,Manhattan Bridge Ped Path,0,Y2H13074107
100010018,2019-10-31,55053.0,13365.0,41688.0,Pulaski Bridge,0,Y2H13094301
100047029,2019-10-31,129658.0,24194.0,105464.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100010017,2019-10-31,11685.0,2779.0,8906.0,Staten Island Ferry,0,Y2H13094300
100010022,2019-10-31,54994.0,10249.0,44745.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100009425,2019-10-31,72349.0,20918.0,51431.0,Prospect Park West,0,Y2H13094304
100009428,2019-10-31,116190.0,23983.0,92207.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009427,2019-11-30,113867.0,26287.0,87580.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100010019,2019-11-30,51940.0,14831.0,37109.0,Kent Avenue Bike Path,0,Y2H13094302
100010017,2019-11-30,9581.0,2437.0,7144.0,Staten Island Ferry,0,Y2H13094300
100009426,2019-11-30,3380.0,917.0,2463.0,Manhattan Bridge Ped Path,0,Y2H13074107
100009428,2019-11-30,84128.0,17039.0,67089.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100009425,2019-11-30,58116.0,18287.0,39829.0,Prospect Park West,0,Y2H13094304
100010022,2019-11-30,32890.0,5622.0,27268.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100047029,2019-11-30,92154.0,18517.0,73637.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100010018,2019-11-30,37151.0,8808.0,28343.0,Pulaski Bridge,0,Y2H13094301
100010018,2019-12-31,22713.0,6016.0,16697.0,Pulaski Bridge,0,Y2H13094301
100009425,2019-12-31,41063.0,13145.0,27918.0,Prospect Park West,0,Y2H13094304
100009428,2019-12-31,57945.0,13869.0,44076.0,Ed Koch Queensboro Bridge Shared Path,0,Y2H19111445
100010022,2019-12-31,16139.0,2944.0,13195.0,Brooklyn Bridge Bike Path,0,Y2H13074106
100010017,2019-12-31,7101.0,1834.0,5267.0,Staten Island Ferry,0,Y2H13094300
100010019,2019-12-31,35136.0,10414.0,24722.0,Kent Avenue Bike Path,0,Y2H13094302
100009427,2019-12-31,66799.0,17250.0,49549.0,Williamsburg Bridge Bike Path,0,Y2H13074108
100047029,2019-12-31,51462.0,12279.0,39183.0,Manhattan Bridge Display Bike Counter,0,Y2H17062567
100009426,2019-12-31,2386.0,702.0,1684.0,Manhattan Bridge Ped Path,0,Y2H13074107
