date,name,total,fillColor,wday
2020-01-28T00:00:00Z,Prospect Park West,1675,Weekday,3
2020-01-28T00:00:00Z,Pulaski Bridge,1265,Weekday,3
2020-01-28T00:00:00Z,Staten Island Ferry,331,Weekday,3
2020-01-28T00:00:00Z,Williamsburg Bridge Bike Path,3899,Weekday,3
2020-01-29T00:00:00Z,8th Ave at 50th St.,3067,Weekday,4
2020-01-29T00:00:00Z,Amsterdam Ave at 86th St.,1296,Weekday,4
2020-01-29T00:00:00Z,Brooklyn Bridge Bike Path,1125,Weekday,4
2020-01-29T00:00:00Z,Columbus Ave at 86th St.,1134,Weekday,4
2020-01-29T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2948,Weekday,4
2020-01-29T00:00:00Z,Kent Avenue Bike Path,1491,Weekday,4
2020-01-29T00:00:00Z,Manhattan Bridge Display Bike Counter,3142,Weekday,4
2020-01-29T00:00:00Z,Manhattan Bridge Ped Path,102,Weekday,4
2020-01-29T00:00:00Z,Prospect Park West,1721,Weekday,4
2020-01-29T00:00:00Z,Pulaski Bridge,1222,Weekday,4
2020-01-29T00:00:00Z,Staten Island Ferry,319,Weekday,4
2020-01-29T00:00:00Z,Williamsburg Bridge Bike Path,3635,Weekday,4
2020-01-30T00:00:00Z,8th Ave at 50th St.,3048,Weekday,5
2020-01-30T00:00:00Z,Amsterdam Ave at 86th St.,1378,Weekday,5
2020-01-30T00:00:00Z,Brooklyn Bridge Bike Path,863,Weekday,5
2020-01-30T00:00:00Z,Columbus Ave at 86th St.,1015,Weekday,5
2020-01-30T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2774,Weekday,5
2020-01-30T00:00:00Z,Kent Avenue Bike Path,1414,Weekday,5
2020-01-30T00:00:00Z,Manhattan Bridge Display Bike Counter,2759,Weekday,5
2020-01-30T00:00:00Z,Manhattan Bridge Ped Path,99,Weekday,5
2020-01-30T00:00:00Z,Prospect Park West,1742,Weekday,5
2020-01-30T00:00:00Z,Pulaski Bridge,1083,Weekday,5
2020-01-30T00:00:00Z,Staten Island Ferry,299,Weekday,5
2020-01-30T00:00:00Z,Williamsburg Bridge Bike Path,3421,Weekday,5
2020-01-31T00:00:00Z,8th Ave at 50th St.,3200,Weekday,6
2020-01-31T00:00:00Z,Amsterdam Ave at 86th St.,1483,Weekday,6
2020-01-31T00:00:00Z,Brooklyn Bridge Bike Path,874,Weekday,6
2020-01-31T00:00:00Z,Columbus Ave at 86th St.,1180,Weekday,6
2020-01-31T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2941,Weekday,6
2020-01-31T00:00:00Z,Kent Avenue Bike Path,1572,Weekday,6
2020-01-31T00:00:00Z,Manhattan Bridge Display Bike Counter,3036,Weekday,6
2020-01-31T00:00:00Z,Manhattan Bridge Ped Path,123,Weekday,6
2020-01-31T00:00:00Z,Prospect Park West,1858,Weekday,6
2020-01-31T00:00:00Z,Pulaski Bridge,1218,Weekday,6
2020-01-31T00:00:00Z,Staten Island Ferry,285,Weekday,6
2020-01-31T00:00:00Z,Williamsburg Bridge Bike Path,3545,Weekday,6
2020-02-01T00:00:00Z,8th Ave at 50th St.,2489,Weekend,7
2020-02-01T00:00:00Z,Amsterdam Ave at 86th St.,1355,Weekend,7
2020-02-01T00:00:00Z,Brooklyn Bridge Bike Path,380,Weekend,7
2020-02-01T00:00:00Z,Columbus Ave at 86th St.,1160,Weekend,7
2020-02-01T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1889,Weekend,7
2020-02-01T00:00:00Z,Kent Avenue Bike Path,1424,Weekend,7
2020-02-01T00:00:00Z,Manhattan Bridge Display Bike Counter,1649,Weekend,7
2020-02-01T00:00:00Z,Manhattan Bridge Ped Path,72,Weekend,7
2020-02-01T00:00:00Z,Prospect Park West,1824,Weekend,7
2020-02-01T00:00:00Z,Pulaski Bridge,903,Weekend,7
2020-02-01T00:00:00Z,Staten Island Ferry,190,Weekend,7
2020-02-01T00:00:00Z,Williamsburg Bridge Bike Path,2398,Weekend,7
2020-02-02T00:00:00Z,8th Ave at 50th St.,2410,Weekend,1
2020-02-02T00:00:00Z,Amsterdam Ave at 86th St.,1443,Weekend,1
2020-02-02T00:00:00Z,Brooklyn Bridge Bike Path,375,Weekend,1
2020-02-02T00:00:00Z,Columbus Ave at 86th St.,1213,Weekend,1
2020-02-02T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1760,Weekend,1
2020-02-02T00:00:00Z,Kent Avenue Bike Path,1337,Weekend,1
2020-02-02T00:00:00Z,Manhattan Bridge Display Bike Counter,1323,Weekend,1
2020-02-02T00:00:00Z,Manhattan Bridge Ped Path,59,Weekend,1
2020-02-02T00:00:00Z,Prospect Park West,1487,Weekend,1
2020-02-02T00:00:00Z,Pulaski Bridge,876,Weekend,1
2020-02-02T00:00:00Z,Staten Island Ferry,208,Weekend,1
2020-02-02T00:00:00Z,Williamsburg Bridge Bike Path,1954,Weekend,1
2020-02-03T00:00:00Z,8th Ave at 50th St.,3188,Weekday,2
2020-02-03T00:00:00Z,Amsterdam Ave at 86th St.,1403,Weekday,2
2020-02-03T00:00:00Z,Brooklyn Bridge Bike Path,1417,Weekday,2
2020-02-03T00:00:00Z,Columbus Ave at 86th St.,1146,Weekday,2
2020-02-03T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,3428,Weekday,2
2020-02-03T00:00:00Z,Kent Avenue Bike Path,1878,Weekday,2
2020-02-03T00:00:00Z,Manhattan Bridge Display Bike Counter,3789,Weekday,2
2020-02-03T00:00:00Z,Manhattan Bridge Ped Path,126,Weekday,2
2020-02-03T00:00:00Z,Prospect Park West,1821,Weekday,2
2020-02-03T00:00:00Z,Pulaski Bridge,1430,Weekday,2
2020-02-03T00:00:00Z,Staten Island Ferry,322,Weekday,2
2020-02-03T00:00:00Z,Williamsburg Bridge Bike Path,4509,Weekday,2
2020-02-04T00:00:00Z,8th Ave at 50th St.,3184,Weekday,3
2020-02-04T00:00:00Z,Amsterdam Ave at 86th St.,1418,Weekday,3
2020-02-04T00:00:00Z,Brooklyn Bridge Bike Path,998,Weekday,3
2020-02-04T00:00:00Z,Columbus Ave at 86th St.,1078,Weekday,3
2020-02-04T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2788,Weekday,3
2020-02-04T00:00:00Z,Kent Avenue Bike Path,1525,Weekday,3
2020-02-04T00:00:00Z,Manhattan Bridge Display Bike Counter,2853,Weekday,3
2020-02-04T00:00:00Z,Manhattan Bridge Ped Path,109,Weekday,3
2020-02-04T00:00:00Z,Prospect Park West,1618,Weekday,3
2020-02-04T00:00:00Z,Pulaski Bridge,1185,Weekday,3
2020-02-04T00:00:00Z,Staten Island Ferry,291,Weekday,3
2020-02-04T00:00:00Z,Williamsburg Bridge Bike Path,3593,Weekday,3
2020-02-05T00:00:00Z,8th Ave at 50th St.,3149,Weekday,4
2020-02-05T00:00:00Z,Amsterdam Ave at 86th St.,1344,Weekday,4
2020-02-05T00:00:00Z,Brooklyn Bridge Bike Path,1046,Weekday,4
2020-02-05T00:00:00Z,Columbus Ave at 86th St.,1108,Weekday,4
2020-02-05T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2956,Weekday,4
2020-02-05T00:00:00Z,Kent Avenue Bike Path,1599,Weekday,4
2020-02-05T00:00:00Z,Manhattan Bridge Display Bike Counter,3059,Weekday,4
2020-02-05T00:00:00Z,Manhattan Bridge Ped Path,95,Weekday,4
2020-02-05T00:00:00Z,Prospect Park West,1736,Weekday,4
2020-02-05T00:00:00Z,Pulaski Bridge,1294,Weekday,4
2020-02-05T00:00:00Z,Staten Island Ferry,296,Weekday,4
2020-02-05T00:00:00Z,Williamsburg Bridge Bike Path,3715,Weekday,4
2020-02-06T00:00:00Z,8th Ave at 50th St.,2666,Weekday,5
2020-02-06T00:00:00Z,Amsterdam Ave at 86th St.,1200,Weekday,5
2020-02-06T00:00:00Z,Brooklyn Bridge Bike Path,489,Weekday,5
2020-02-06T00:00:00Z,Columbus Ave at 86th St.,969,Weekday,5
2020-02-06T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1910,Weekday,5
2020-02-06T00:00:00Z,Kent Avenue Bike Path,965,Weekday,5
2020-02-06T00:00:00Z,Manhattan Bridge Display Bike Counter,1411,Weekday,5
2020-02-06T00:00:00Z,Manhattan Bridge Ped Path,61,Weekday,5
2020-02-06T00:00:00Z,Prospect Park West,1172,Weekday,5
2020-02-06T00:00:00Z,Pulaski Bridge,658,Weekday,5
2020-02-06T00:00:00Z,Staten Island Ferry,239,Weekday,5
2020-02-06T00:00:00Z,Williamsburg Bridge Bike Path,1933,Weekday,5
2020-02-07T00:00:00Z,8th Ave at 50th St.,2710,Weekday,6
2020-02-07T00:00:00Z,Amsterdam Ave at 86th St.,1426,Weekday,6
2020-02-07T00:00:00Z,Brooklyn Bridge Bike Path,486,Weekday,6
2020-02-07T00:00:00Z,Columbus Ave at 86th St.,1038,Weekday,6
2020-02-07T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1960,Weekday,6
2020-02-07T00:00:00Z,Kent Avenue Bike Path,948,Weekday,6
2020-02-07T00:00:00Z,Manhattan Bridge Display Bike Counter,1636,Weekday,6
2020-02-07T00:00:00Z,Manhattan Bridge Ped Path,61,Weekday,6
2020-02-07T00:00:00Z,Prospect Park West,1374,Weekday,6
2020-02-07T00:00:00Z,Pulaski Bridge,734,Weekday,6
2020-02-07T00:00:00Z,Staten Island Ferry,239,Weekday,6
2020-02-07T00:00:00Z,Williamsburg Bridge Bike Path,2190,Weekday,6
2020-02-08T00:00:00Z,8th Ave at 50th St.,2571,Weekend,7
2020-02-08T00:00:00Z,Amsterdam Ave at 86th St.,1381,Weekend,7
2020-02-08T00:00:00Z,Brooklyn Bridge Bike Path,449,Weekend,7
2020-02-08T00:00:00Z,Columbus Ave at 86th St.,1122,Weekend,7
2020-02-08T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1824,Weekend,7
2020-02-08T00:00:00Z,Kent Avenue Bike Path,1345,Weekend,7
2020-02-08T00:00:00Z,Manhattan Bridge Display Bike Counter,1749,Weekend,7
2020-02-08T00:00:00Z,Manhattan Bridge Ped Path,111,Weekend,7
2020-02-08T00:00:00Z,Prospect Park West,1787,Weekend,7
2020-02-08T00:00:00Z,Pulaski Bridge,914,Weekend,7
2020-02-08T00:00:00Z,Staten Island Ferry,224,Weekend,7
2020-02-08T00:00:00Z,Williamsburg Bridge Bike Path,2451,Weekend,7
2020-02-09T00:00:00Z,8th Ave at 50th St.,2528,Weekend,1
2020-02-09T00:00:00Z,Amsterdam Ave at 86th St.,1472,Weekend,1
2020-02-09T00:00:00Z,Brooklyn Bridge Bike Path,453,Weekend,1
2020-02-09T00:00:00Z,Columbus Ave at 86th St.,1140,Weekend,1
2020-02-09T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1794,Weekend,1
2020-02-09T00:00:00Z,Kent Avenue Bike Path,1382,Weekend,1
2020-02-09T00:00:00Z,Manhattan Bridge Display Bike Counter,1682,Weekend,1
2020-02-09T00:00:00Z,Manhattan Bridge Ped Path,85,Weekend,1
2020-02-09T00:00:00Z,Prospect Park West,1711,Weekend,1
2020-02-09T00:00:00Z,Pulaski Bridge,927,Weekend,1
2020-02-09T00:00:00Z,Staten Island Ferry,214,Weekend,1
2020-02-09T00:00:00Z,Williamsburg Bridge Bike Path,2217,Weekend,1
2020-02-10T00:00:00Z,8th Ave at 50th St.,2294,Weekday,2
2020-02-10T00:00:00Z,Amsterdam Ave at 86th St.,1076,Weekday,2
2020-02-10T00:00:00Z,Brooklyn Bridge Bike Path,527,Weekday,2
2020-02-10T00:00:00Z,Columbus Ave at 86th St.,871,Weekday,2
2020-02-10T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1864,Weekday,2
2020-02-10T00:00:00Z,Kent Avenue Bike Path,853,Weekday,2
2020-02-10T00:00:00Z,Manhattan Bridge Display Bike Counter,1340,Weekday,2
2020-02-10T00:00:00Z,Manhattan Bridge Ped Path,74,Weekday,2
2020-02-10T00:00:00Z,Prospect Park West,1039,Weekday,2
2020-02-10T00:00:00Z,Pulaski Bridge,626,Weekday,2
2020-02-10T00:00:00Z,Staten Island Ferry,226,Weekday,2
2020-02-10T00:00:00Z,Williamsburg Bridge Bike Path,1883,Weekday,2
2020-02-11T00:00:00Z,8th Ave at 50th St.,2654,Weekday,3
2020-02-11T00:00:00Z,Amsterdam Ave at 86th St.,1162,Weekday,3
2020-02-11T00:00:00Z,Brooklyn Bridge Bike Path,593,Weekday,3
2020-02-11T00:00:00Z,Columbus Ave at 86th St.,915,Weekday,3
2020-02-11T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2071,Weekday,3
2020-02-11T00:00:00Z,Kent Avenue Bike Path,1050,Weekday,3
2020-02-11T00:00:00Z,Manhattan Bridge Display Bike Counter,1859,Weekday,3
2020-02-11T00:00:00Z,Manhattan Bridge Ped Path,88,Weekday,3
2020-02-11T00:00:00Z,Prospect Park West,1329,Weekday,3
2020-02-11T00:00:00Z,Pulaski Bridge,829,Weekday,3
2020-02-11T00:00:00Z,Staten Island Ferry,259,Weekday,3
2020-02-11T00:00:00Z,Williamsburg Bridge Bike Path,2440,Weekday,3
2020-02-12T00:00:00Z,8th Ave at 50th St.,3161,Weekday,4
2020-02-12T00:00:00Z,Amsterdam Ave at 86th St.,1327,Weekday,4
2020-02-12T00:00:00Z,Brooklyn Bridge Bike Path,1134,Weekday,4
2020-02-12T00:00:00Z,Columbus Ave at 86th St.,1081,Weekday,4
2020-02-12T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2893,Weekday,4
2020-02-12T00:00:00Z,Kent Avenue Bike Path,1669,Weekday,4
2020-02-12T00:00:00Z,Manhattan Bridge Display Bike Counter,3277,Weekday,4
2020-02-12T00:00:00Z,Manhattan Bridge Ped Path,112,Weekday,4
2020-02-12T00:00:00Z,Prospect Park West,1837,Weekday,4
2020-02-12T00:00:00Z,Pulaski Bridge,1270,Weekday,4
2020-02-12T00:00:00Z,Staten Island Ferry,321,Weekday,4
2020-02-12T00:00:00Z,Williamsburg Bridge Bike Path,3744,Weekday,4
2020-02-13T00:00:00Z,8th Ave at 50th St.,2844,Weekday,5
2020-02-13T00:00:00Z,Amsterdam Ave at 86th St.,1193,Weekday,5
2020-02-13T00:00:00Z,Brooklyn Bridge Bike Path,633,Weekday,5
2020-02-13T00:00:00Z,Columbus Ave at 86th St.,1024,Weekday,5
2020-02-13T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2183,Weekday,5
2020-02-13T00:00:00Z,Kent Avenue Bike Path,1139,Weekday,5
2020-02-13T00:00:00Z,Manhattan Bridge Display Bike Counter,1907,Weekday,5
2020-02-13T00:00:00Z,Manhattan Bridge Ped Path,73,Weekday,5
2020-02-13T00:00:00Z,Prospect Park West,1374,Weekday,5
2020-02-13T00:00:00Z,Pulaski Bridge,839,Weekday,5
2020-02-13T00:00:00Z,Staten Island Ferry,242,Weekday,5
2020-02-13T00:00:00Z,Williamsburg Bridge Bike Path,2484,Weekday,5
2020-02-14T00:00:00Z,8th Ave at 50th St.,2863,Weekday,6
2020-02-14T00:00:00Z,Amsterdam Ave at 86th St.,1337,Weekday,6
2020-02-14T00:00:00Z,Brooklyn Bridge Bike Path,723,Weekday,6
2020-02-14T00:00:00Z,Columbus Ave at 86th St.,1185,Weekday,6
2020-02-14T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2307,Weekday,6
2020-02-14T00:00:00Z,Kent Avenue Bike Path,1155,Weekday,6
2020-02-14T00:00:00Z,Manhattan Bridge Display Bike Counter,2141,Weekday,6
2020-02-14T00:00:00Z,Manhattan Bridge Ped Path,70,Weekday,6
2020-02-14T00:00:00Z,Prospect Park West,1558,Weekday,6
2020-02-14T00:00:00Z,Pulaski Bridge,883,Weekday,6
2020-02-14T00:00:00Z,Staten Island Ferry,262,Weekday,6
2020-02-14T00:00:00Z,Williamsburg Bridge Bike Path,2587,Weekday,6
2020-02-15T00:00:00Z,8th Ave at 50th St.,2135,Weekend,7
2020-02-15T00:00:00Z,Amsterdam Ave at 86th St.,1096,Weekend,7
2020-02-15T00:00:00Z,Brooklyn Bridge Bike Path,155,Weekend,7
2020-02-15T00:00:00Z,Columbus Ave at 86th St.,966,Weekend,7
2020-02-15T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1339,Weekend,7
2020-02-15T00:00:00Z,Kent Avenue Bike Path,911,Weekend,7
2020-02-15T00:00:00Z,Manhattan Bridge Display Bike Counter,1005,Weekend,7
2020-02-15T00:00:00Z,Manhattan Bridge Ped Path,52,Weekend,7
2020-02-15T00:00:00Z,Prospect Park West,1185,Weekend,7
2020-02-15T00:00:00Z,Pulaski Bridge,536,Weekend,7
2020-02-15T00:00:00Z,Staten Island Ferry,181,Weekend,7
2020-02-15T00:00:00Z,Williamsburg Bridge Bike Path,1519,Weekend,7
2020-02-16T00:00:00Z,8th Ave at 50th St.,2484,Weekend,1
2020-02-16T00:00:00Z,Amsterdam Ave at 86th St.,1311,Weekend,1
2020-02-16T00:00:00Z,Brooklyn Bridge Bike Path,465,Weekend,1
2020-02-16T00:00:00Z,Columbus Ave at 86th St.,988,Weekend,1
2020-02-16T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,1693,Weekend,1
2020-02-16T00:00:00Z,Kent Avenue Bike Path,1203,Weekend,1
2020-02-16T00:00:00Z,Manhattan Bridge Display Bike Counter,1553,Weekend,1
2020-02-16T00:00:00Z,Manhattan Bridge Ped Path,66,Weekend,1
2020-02-16T00:00:00Z,Prospect Park West,1532,Weekend,1
2020-02-16T00:00:00Z,Pulaski Bridge,677,Weekend,1
2020-02-16T00:00:00Z,Staten Island Ferry,197,Weekend,1
2020-02-16T00:00:00Z,Williamsburg Bridge Bike Path,2107,Weekend,1
2020-02-17T00:00:00Z,8th Ave at 50th St.,2613,Weekday,2
2020-02-17T00:00:00Z,Amsterdam Ave at 86th St.,1321,Weekday,2
2020-02-17T00:00:00Z,Brooklyn Bridge Bike Path,635,Weekday,2
2020-02-17T00:00:00Z,Columbus Ave at 86th St.,1048,Weekday,2
2020-02-17T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2540,Weekday,2
2020-02-17T00:00:00Z,Kent Avenue Bike Path,1788,Weekday,2
2020-02-17T00:00:00Z,Manhattan Bridge Display Bike Counter,2454,Weekday,2
2020-02-17T00:00:00Z,Manhattan Bridge Ped Path,102,Weekday,2
2020-02-17T00:00:00Z,Prospect Park West,1727,Weekday,2
2020-02-17T00:00:00Z,Pulaski Bridge,1241,Weekday,2
2020-02-17T00:00:00Z,Staten Island Ferry,279,Weekday,2
2020-02-17T00:00:00Z,Williamsburg Bridge Bike Path,3290,Weekday,2
2020-02-18T00:00:00Z,8th Ave at 50th St.,2764,Weekday,3
2020-02-18T00:00:00Z,Amsterdam Ave at 86th St.,1254,Weekday,3
2020-02-18T00:00:00Z,Brooklyn Bridge Bike Path,828,Weekday,3
2020-02-18T00:00:00Z,Columbus Ave at 86th St.,890,Weekday,3
2020-02-18T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2579,Weekday,3
2020-02-18T00:00:00Z,Kent Avenue Bike Path,1392,Weekday,3
2020-02-18T00:00:00Z,Manhattan Bridge Display Bike Counter,2510,Weekday,3
2020-02-18T00:00:00Z,Manhattan Bridge Ped Path,110,Weekday,3
2020-02-18T00:00:00Z,Prospect Park West,1429,Weekday,3
2020-02-18T00:00:00Z,Pulaski Bridge,1021,Weekday,3
2020-02-18T00:00:00Z,Staten Island Ferry,281,Weekday,3
2020-02-18T00:00:00Z,Williamsburg Bridge Bike Path,3240,Weekday,3
2020-02-19T00:00:00Z,8th Ave at 50th St.,3106,Weekday,4
2020-02-19T00:00:00Z,Amsterdam Ave at 86th St.,1375,Weekday,4
2020-02-19T00:00:00Z,Brooklyn Bridge Bike Path,1323,Weekday,4
2020-02-19T00:00:00Z,Columbus Ave at 86th St.,1072,Weekday,4
2020-02-19T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,3155,Weekday,4
2020-02-19T00:00:00Z,Kent Avenue Bike Path,1704,Weekday,4
2020-02-19T00:00:00Z,Manhattan Bridge Display Bike Counter,3424,Weekday,4
2020-02-19T00:00:00Z,Manhattan Bridge Ped Path,136,Weekday,4
2020-02-19T00:00:00Z,Prospect Park West,1780,Weekday,4
2020-02-19T00:00:00Z,Pulaski Bridge,1365,Weekday,4
2020-02-19T00:00:00Z,Staten Island Ferry,311,Weekday,4
2020-02-19T00:00:00Z,Williamsburg Bridge Bike Path,4077,Weekday,4
2020-02-20T00:00:00Z,8th Ave at 50th St.,3005,Weekday,5
2020-02-20T00:00:00Z,Amsterdam Ave at 86th St.,1275,Weekday,5
2020-02-20T00:00:00Z,Brooklyn Bridge Bike Path,893,Weekday,5
2020-02-20T00:00:00Z,Columbus Ave at 86th St.,1007,Weekday,5
2020-02-20T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2775,Weekday,5
2020-02-20T00:00:00Z,Kent Avenue Bike Path,1319,Weekday,5
2020-02-20T00:00:00Z,Manhattan Bridge Display Bike Counter,2645,Weekday,5
2020-02-20T00:00:00Z,Manhattan Bridge Ped Path,83,Weekday,5
2020-02-20T00:00:00Z,Prospect Park West,1534,Weekday,5
2020-02-20T00:00:00Z,Pulaski Bridge,1057,Weekday,5
2020-02-20T00:00:00Z,Staten Island Ferry,288,Weekday,5
2020-02-20T00:00:00Z,Williamsburg Bridge Bike Path,3317,Weekday,5
2020-02-21T00:00:00Z,8th Ave at 50th St.,3120,Weekday,6
2020-02-21T00:00:00Z,Amsterdam Ave at 86th St.,1240,Weekday,6
2020-02-21T00:00:00Z,Brooklyn Bridge Bike Path,676,Weekday,6
2020-02-21T00:00:00Z,Columbus Ave at 86th St.,1098,Weekday,6
2020-02-21T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2366,Weekday,6
2020-02-21T00:00:00Z,Kent Avenue Bike Path,1252,Weekday,6
2020-02-21T00:00:00Z,Manhattan Bridge Display Bike Counter,2136,Weekday,6
2020-02-21T00:00:00Z,Manhattan Bridge Ped Path,73,Weekday,6
2020-02-21T00:00:00Z,Prospect Park West,1480,Weekday,6
2020-02-21T00:00:00Z,Pulaski Bridge,994,Weekday,6
2020-02-21T00:00:00Z,Staten Island Ferry,297,Weekday,6
2020-02-21T00:00:00Z,Williamsburg Bridge Bike Path,2776,Weekday,6
2020-02-22T00:00:00Z,8th Ave at 50th St.,2830,Weekend,7
2020-02-22T00:00:00Z,Amsterdam Ave at 86th St.,1505,Weekend,7
2020-02-22T00:00:00Z,Brooklyn Bridge Bike Path,610,Weekend,7
2020-02-22T00:00:00Z,Columbus Ave at 86th St.,1065,Weekend,7
2020-02-22T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2246,Weekend,7
2020-02-22T00:00:00Z,Kent Avenue Bike Path,1764,Weekend,7
2020-02-22T00:00:00Z,Manhattan Bridge Display Bike Counter,2214,Weekend,7
2020-02-22T00:00:00Z,Manhattan Bridge Ped Path,115,Weekend,7
2020-02-22T00:00:00Z,Prospect Park West,1894,Weekend,7
2020-02-22T00:00:00Z,Pulaski Bridge,1087,Weekend,7
2020-02-22T00:00:00Z,Staten Island Ferry,250,Weekend,7
2020-02-22T00:00:00Z,Williamsburg Bridge Bike Path,2992,Weekend,7
2020-02-23T00:00:00Z,8th Ave at 50th St.,2639,Weekend,1
2020-02-23T00:00:00Z,Amsterdam Ave at 86th St.,1703,Weekend,1
2020-02-23T00:00:00Z,Brooklyn Bridge Bike Path,832,Weekend,1
2020-02-23T00:00:00Z,Columbus Ave at 86th St.,1223,Weekend,1
2020-02-23T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2442,Weekend,1
2020-02-23T00:00:00Z,Kent Avenue Bike Path,2386,Weekend,1
2020-02-23T00:00:00Z,Manhattan Bridge Display Bike Counter,2623,Weekend,1
2020-02-23T00:00:00Z,Manhattan Bridge Ped Path,133,Weekend,1
2020-02-23T00:00:00Z,Prospect Park West,2135,Weekend,1
2020-02-23T00:00:00Z,Pulaski Bridge,1462,Weekend,1
2020-02-23T00:00:00Z,Staten Island Ferry,330,Weekend,1
2020-02-23T00:00:00Z,Williamsburg Bridge Bike Path,3446,Weekend,1
2020-02-24T00:00:00Z,8th Ave at 50th St.,3199,Weekday,2
2020-02-24T00:00:00Z,Amsterdam Ave at 86th St.,1373,Weekday,2
2020-02-24T00:00:00Z,Brooklyn Bridge Bike Path,1443,Weekday,2
2020-02-24T00:00:00Z,Columbus Ave at 86th St.,1101,Weekday,2
2020-02-24T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,3636,Weekday,2
2020-02-24T00:00:00Z,Kent Avenue Bike Path,1975,Weekday,2
2020-02-24T00:00:00Z,Manhattan Bridge Display Bike Counter,4320,Weekday,2
2020-02-24T00:00:00Z,Manhattan Bridge Ped Path,123,Weekday,2
2020-02-24T00:00:00Z,Prospect Park West,1882,Weekday,2
2020-02-24T00:00:00Z,Pulaski Bridge,1522,Weekday,2
2020-02-24T00:00:00Z,Staten Island Ferry,369,Weekday,2
2020-02-24T00:00:00Z,Williamsburg Bridge Bike Path,5033,Weekday,2
2020-02-25T00:00:00Z,8th Ave at 50th St.,2816,Weekday,3
2020-02-25T00:00:00Z,Amsterdam Ave at 86th St.,1145,Weekday,3
2020-02-25T00:00:00Z,Brooklyn Bridge Bike Path,851,Weekday,3
2020-02-25T00:00:00Z,Columbus Ave at 86th St.,955,Weekday,3
2020-02-25T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2520,Weekday,3
2020-02-25T00:00:00Z,Kent Avenue Bike Path,1274,Weekday,3
2020-02-25T00:00:00Z,Manhattan Bridge Display Bike Counter,2162,Weekday,3
2020-02-25T00:00:00Z,Manhattan Bridge Ped Path,80,Weekday,3
2020-02-25T00:00:00Z,Prospect Park West,1355,Weekday,3
2020-02-25T00:00:00Z,Pulaski Bridge,910,Weekday,3
2020-02-25T00:00:00Z,Staten Island Ferry,256,Weekday,3
2020-02-25T00:00:00Z,Williamsburg Bridge Bike Path,2849,Weekday,3
2020-02-26T00:00:00Z,8th Ave at 50th St.,2984,Weekday,4
2020-02-26T00:00:00Z,Amsterdam Ave at 86th St.,1221,Weekday,4
2020-02-26T00:00:00Z,Brooklyn Bridge Bike Path,891,Weekday,4
2020-02-26T00:00:00Z,Columbus Ave at 86th St.,1094,Weekday,4
2020-02-26T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2543,Weekday,4
2020-02-26T00:00:00Z,Kent Avenue Bike Path,1422,Weekday,4
2020-02-26T00:00:00Z,Manhattan Bridge Display Bike Counter,2543,Weekday,4
2020-02-26T00:00:00Z,Manhattan Bridge Ped Path,88,Weekday,4
2020-02-26T00:00:00Z,Prospect Park West,1572,Weekday,4
2020-02-26T00:00:00Z,Pulaski Bridge,1107,Weekday,4
2020-02-26T00:00:00Z,Staten Island Ferry,309,Weekday,4
2020-02-26T00:00:00Z,Williamsburg Bridge Bike Path,3126,Weekday,4
2020-02-27T00:00:00Z,8th Ave at 50th St.,2970,Weekday,5
2020-02-27T00:00:00Z,Amsterdam Ave at 86th St.,1248,Weekday,5
2020-02-27T00:00:00Z,Brooklyn Bridge Bike Path,836,Weekday,5
2020-02-27T00:00:00Z,Columbus Ave at 86th St.,1065,Weekday,5
2020-02-27T00:00:00Z,Ed Koch Queensboro Bridge Shared Path,2540,Weekday,5
2020-02-27T00:00:00Z,Kent Avenue Bike Path,1223,Weekday,5
2020-02-27T00:00:00Z,Manhattan Bridge Display Bike Counter,2667,Weekday,5
2020-02-27T00:00:00Z,Manhattan Bridge Ped Path,82,Weekday,5
