,date,counts,status,site
0,2018-01-23T00:00:00+0000,,,100039064
1,2018-01-23T00:15:00+0000,,,100039064
2,2018-01-23T00:30:00+0000,,,100039064
3,2018-01-23T00:45:00+0000,,,100039064
4,2018-01-23T01:00:00+0000,,,100039064
5,2018-01-23T01:15:00+0000,,,100039064
6,2018-01-23T01:30:00+0000,,,100039064
7,2018-01-23T01:45:00+0000,,,100039064
8,2018-01-23T02:00:00+0000,,,100039064
9,2018-01-23T02:15:00+0000,,,100039064
10,2018-01-23T02:30:00+0000,,,100039064
11,2018-01-23T02:45:00+0000,,,100039064
12,2018-01-23T03:00:00+0000,,,100039064
13,2018-01-23T03:15:00+0000,,,100039064
14,2018-01-23T03:30:00+0000,,,100039064
15,2018-01-23T03:45:00+0000,,,100039064
16,2018-01-23T04:00:00+0000,,,100039064
17,2018-01-23T04:15:00+0000,,,100039064
18,2018-01-23T04:30:00+0000,,,100039064
19,2018-01-23T04:45:00+0000,,,100039064
20,2018-01-23T05:00:00+0000,,,100039064
21,2018-01-23T05:15:00+0000,,,100039064
22,2018-01-23T05:30:00+0000,,,100039064
23,2018-01-23T05:45:00+0000,,,100039064
24,2018-01-23T06:00:00+0000,,,100039064
25,2018-01-23T06:15:00+0000,,,100039064
26,2018-01-23T06:30:00+0000,,,100039064
27,2018-01-23T06:45:00+0000,,,100039064
28,2018-01-23T07:00:00+0000,,,100039064
29,2018-01-23T07:15:00+0000,,,100039064
30,2018-01-23T07:30:00+0000,,,100039064
31,2018-01-23T07:45:00+0000,,,100039064
32,2018-01-23T08:00:00+0000,,,100039064
33,2018-01-23T08:15:00+0000,,,100039064
34,2018-01-23T08:30:00+0000,,,100039064
35,2018-01-23T08:45:00+0000,,,100039064
36,2018-01-23T09:00:00+0000,,,100039064
37,2018-01-23T09:15:00+0000,,,100039064
38,2018-01-23T09:30:00+0000,,,100039064
39,2018-01-23T09:45:00+0000,,,100039064
40,2018-01-23T10:00:00+0000,,,100039064
41,2018-01-23T10:15:00+0000,,,100039064
42,2018-01-23T10:30:00+0000,,,100039064
43,2018-01-23T10:45:00+0000,,,100039064
44,2018-01-23T11:00:00+0000,,,100039064
45,2018-01-23T11:15:00+0000,,,100039064
46,2018-01-23T11:30:00+0000,,,100039064
47,2018-01-23T11:45:00+0000,,,100039064
48,2018-01-23T12:00:00+0000,,,100039064
49,2018-01-23T12:15:00+0000,,,100039064
50,2018-01-23T12:30:00+0000,,,100039064
51,2018-01-23T12:45:00+0000,,,100039064
52,2018-01-23T13:00:00+0000,,,100039064
53,2018-01-23T13:15:00+0000,,,100039064
54,2018-01-23T13:30:00+0000,,,100039064
55,2018-01-23T13:45:00+0000,,,100039064
56,2018-01-23T14:00:00+0000,,,100039064
57,2018-01-23T14:15:00+0000,,,100039064
58,2018-01-23T14:30:00+0000,,,100039064
59,2018-01-23T14:45:00+0000,,,100039064
60,2018-01-23T15:00:00+0000,,,100039064
61,2018-01-23T15:15:00+0000,,,100039064
62,2018-01-23T15:30:00+0000,,,100039064
63,2018-01-23T15:45:00+0000,,,100039064
64,2018-01-23T16:00:00+0000,,,100039064
65,2018-01-23T16:15:00+0000,,,100039064
66,2018-01-23T16:30:00+0000,,,100039064
67,2018-01-23T16:45:00+0000,,,100039064
68,2018-01-23T17:00:00+0000,,,100039064
69,2018-01-23T17:15:00+0000,,,100039064
70,2018-01-23T17:30:00+0000,,,100039064
71,2018-01-23T17:45:00+0000,,,100039064
72,2018-01-23T18:00:00+0000,,,100039064
73,2018-01-23T18:15:00+0000,,,100039064
74,2018-01-23T18:30:00+0000,,,100039064
75,2018-01-23T18:45:00+0000,,,100039064
76,2018-01-23T19:00:00+0000,,,100039064
77,2018-01-23T19:15:00+0000,,,100039064
78,2018-01-23T19:30:00+0000,,,100039064
79,2018-01-23T19:45:00+0000,,,100039064
80,2018-01-23T20:00:00+0000,,,100039064
81,2018-01-23T20:15:00+0000,,,100039064
82,2018-01-23T20:30:00+0000,,,100039064
83,2018-01-23T20:45:00+0000,,,100039064
84,2018-01-23T21:00:00+0000,,,100039064
85,2018-01-23T21:15:00+0000,,,100039064
86,2018-01-23T21:30:00+0000,,,100039064
